,Time,Speech,,Observation by Code,Common words,General Observation,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170509,,,,,,,,,,,,,,,,,,,,,,,
121,(00:27:16),Alright we're going to turn her and look at her back.,,,,,,,,,,,,,,,,,,,,,
122,(00:27:25),Can we move her up? Can we move her up?,,,,,,,,,,,,,,,,,,,,,
123,(00:27:28),"Yeah, lets go up first.",,,,,,,,,,,,,,,,,,,,,
125,(00:27:33),Up on three.,,,,,,,,,,,,,,,,,,,,,
126,(00:27:35),We're just turning the board her on the board real quick.,,,,,,,,,,,,,,,,,,,,,
127,(00:27:37),"Alright, 1,2,3. Better?",,,,,,,,,,,,,,,,,,,,,
128,(00:27:41),"Alright, we're going to turn you okay? Just yes or no if you feel any pain where I press.",,,,,,,,,,,,,,,,,,,,,
129,(00:27:45),Don't shake your head.,,,,,,,,,,,,,,,,,,,,,
130,(00:27:46),"Just answer with words, alright?",,,,,,,,,,,,,,,,,,,,,
131,(00:27:49),"Okay. 1,2,3.",,,,,,,,,,,,,,,,,,,,,
150,(00:28:18),T-spine. Any pain?,,,,,,,,,,,,,,,,,,,,,
151,(00:28:20),No.,,,,,,,,,,,,,,,,,,,,,
152,(00:28:21),Any pain here?,,,,,,,,,,,,,,,,,,,,,
153,(00:28:22),Yes.,,,,,,,,,,,,,,,,,,,,,
154,(00:28:23),L-spine. Any pain? Any pain?,,,,,,,,,,,,,,,,,,,,,
155,(00:28:26),Yes.,,,,,,,,,,,,,,,,,,,,,
156,(00:28:28),"Okay, so L-spine tenderness, no signs of a ---.",,,,,,,,,,,,,,,,,,,,,
158,(00:28:33),"Alright, 1,2,3.",,,,,,,,,,,,,,,,,,,,,
159,(00:28:37),"You said T and L but not C, right?",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170507,,,,,,,,,,,,,,,,,,,,,,,
40,(00:59:16),Do you want to roll?,,,,,,,,,,,,,,,,,,,,,
41,(00:59:17),Yeah.,,,,,,,,,,,,,,,,,,,,,
42,(00:59:20),Is he going to need a --- or no?,,,,,,,,,,,,,,,,,,,,,
43,(00:59:24),"No. For rolling, no.",,,,,,,,,,,,,,,,,,,,,
44,(00:59:26),"No, I mean but once we roll, it's much easier to put it on.",,,,,,,,,,,,,,,,,,,,,
47,(00:59:33),"Alright, I feel a hematoma on the right occiput.",,,,,,,,,,,,,,,,,,,,,
48,(00:59:36),"I mean, if he fell hard enough to do that, we should --- too.",,,,,,,,,,,,,,,,,,,,,
49,(00:59:41),No evidence of lacerations.,,,,,,,,,,,,,,,,,,,,,
50,(00:59:52),"I don't feel any step offs so far… thoracic, cervical or lumbar.",,,,,,,,,,,,,,,,,,,,,
51,(01:00:01),Did you look at the bottom too? Just to make sure there's no blood.,,,,,,,,,,,,,,,,,,,,,
52,(01:00:08),"Nope, just stool.",,,,,,,,,,,,,,,,,,,,,
61,(01:00:59),Okay. Let's roll him back.,,,,,,,,,,,,,,,,,,,,,
62,(01:01:03),"1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170508,,,,,,,,,,,,,,,,,,,,,,,
135,(00:19:20),"Okay, alright, so what do you want to do now?",,,,,,,,,,,,,,,,,,,,,
136,(00:19:23),We've got to roll her.,,,,,,,,,,,,,,,,,,,,,
137,(00:19:24),Okay.,,,,,,,,,,,,,,,,,,,,,
138,(00:19:26),I got right ear.,,,,,,,,,,,,,,,,,,,,,
139,(00:19:26),"We're just gonna roll you so I can look at your back, okay? It doesn't hurt.",,,,,,,,,,,,,,,,,,,,,
140,(00:19:32),"And I'm gonna push on your back and I want you to tell me if it hurts or not but don't nod, just say yes or no. Okay?",,,,,,,,,,,,,,,,,,,,,
141,(00:19:42),"Remember, yes or no, don't nod.",,,,,,,,,,,,,,,,,,,,,
142,(00:19:44),"Ready? 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
143,(00:19:48),Does it hurt right here? Here? Here? Here? Here? Here?,,,,,,,,,,,,,,,,,,,,,
146,(00:19:59),Here? Here? Here? Here? Okay.,,,,,,,,,,,,,,,,,,,,,
148,(00:20:08),"No step-offs, non-tender spine.",,,,,,,,,,,,,,,,,,,,,
149,(00:20:10),She said no pain.,,,,,,,,,,,,,,,,,,,,,
150,(00:20:11),No pain? No pain is simple. Thank you.,,,,,,,,,,,,,,,,,,,,,
151,(00:20:14),"1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170506,,,,,,,,,,,,,,,,,,,,,,,
59,(00:11:22),"Nothing? Good, okay, let's roll her.",,,,,,,,,,,,,,,,,,,,,
60,(00:11:38),I feel no step-offs.,,,,,,,,,,,,,,,,,,,,,
61,(00:11:40),Okay.,,,,,,,,,,,,,,,,,,,,,
62,(00:11:40),No evidence of trauma to the back.,,,,,,,,,,,,,,,,,,,,,
63,(00:11:41),"And then just look at her bottom, you know.",,,,,,,,,,,,,,,,,,,,,
64,(00:11:45),"Nothing? Okay. Okay, alright.",,,,,,,,,,,,,,,,,,,,,
65,(00:11:51),"Yeah, so we have also a hematoma to the left of the bridle.",,,,,,,,,,,,,,,,,,,,,
66,(00:11:59),"No not actively bleeding, but there are overlying abrasions.",,,,,,,,,,,,,,,,,,,,,
67,(00:12:09),"Yeah, that looks like it.",,,,,,,,,,,,,,,,,,,,,
68,(00:12:12),I couldn't feel anything else.,,,,,,,,,,,,,,,,,,,,,
69,(00:12:14),"Alright. 1,2,3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170448,,,,,,,,,,,,,,,,,,,,,,,
102,(00:04:59),"Ok, so let's roll him and check… There was a lot of bleeding on his stretcher from EMS, so he's probably got a big lac on the back of his head, so let's roll him and check his back.",,,,,,,,,,,,,,,,,,,,,
106,(00:05:38),"Um, we're gonna roll.",,,,,,,,,,,,,,,,,,,,,
112,(00:06:18),"No step offs, no deformities, no blood.",,,,,,,,,,,,,,,,,,,,,
113,(00:06:25),Set him down.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170446,,,,,,,,,,,,,,,,,,,,,,,
118,(00:29:17),"Alright, let's get ready to turn him.",,,,,,,,,,,,,,,,,,,,,
119,(00:29:22),"Alright buddy, we're gonna turn you on your side and we're gonna press on your back.",,,,,,,,,,,,,,,,,,,,,
120,(00:29:28),"Tell us yes or no if you got any pain, okay? Tell us if it hurts, only when I press okay?",,,,,,,,,,,,,,,,,,,,,
121,(00:29:34),Make sure you look underneath the collar when you turn him.,,,,,,,,,,,,,,,,,,,,,
122,(00:29:36),"Okay, sure.",,,,,,,,,,,,,,,,,,,,,
123,(00:29:37),"1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
124,(00:29:44),Any pain? Pain?,,,,,,,,,,,,,,,,,,,,,
125,(00:29:52),You're moving the board.,,,,,,,,,,,,,,,,,,,,,
126,(00:29:55),Pain? Pain buddy? Pain? Pain? Pain? Pain?,,,,,,,,,,,,,,,,,,,,,
127,(00:30:06),You did c-spine?,,,,,,,,,,,,,,,,,,,,,
128,(00:30:07),"Yeah, I already got ---. Do you want me to take it off again?",,,,,,,,,,,,,,,,,,,,,
129,(00:30:17),There's no CT or spine tenderness and there's no stepoffs.,,,,,,,,,,,,,,,,,,,,,
130,(00:30:21),"Squeeze your buttcheeks here for me, squeeze here, squeeze your bottom, squeeze, squeeze, squeeze, squeeze",,,,,,,,,,,,,,,,,,,,,
131,(00:30:35),"Did you put your finger in, is his rectum - is it intact? Is the tone intact?",,,,,,,,,,,,,,,,,,,,,
132,(00:30:36),"Okay, bring him back. 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
133,(00:30:40),"No, I couldn't, I couldn't assess.",,,,,,,,,,,,,,,,,,,,,
134,(00:30:42),You try separate his cheeks?,,,,,,,,,,,,,,,,,,,,,
135,(00:30:43),"Yeah, yeah.",,,,,,,,,,,,,,,,,,,,,
136,(00:30:44),He was not responding?,,,,,,,,,,,,,,,,,,,,,
137,(00:30:44),"No, he is responding, he is responding, sorry.",,,,,,,,,,,,,,,,,,,,,
138,(00:30:46),Okay.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170438,,,,,,,,,,,,,,,,,,,,,,,
196,(00:46:21),Let's get ready to roll her,,,,,,,,,,,,,,,,,,,,,
198,(00:46:31),Okay. Let's get ready to roll,,,,,,,,,,,,,,,,,,,,,
199,(00:46:32),Alright,,,,,,,,,,,,,,,,,,,,,
200,(00:46:33),"Alright when you guys are ready, on my count.",,,,,,,,,,,,,,,,,,,,,
201,(00:46:35),Well we need someone on this side.,,,,,,,,,,,,,,,,,,,,,
202,(00:46:36),I gotcha,,,,,,,,,,,,,,,,,,,,,
204,(00:46:42),"Okay, are you guys ready?",,,,,,,,,,,,,,,,,,,,,
205,(00:46:43),Towards me.,,,,,,,,,,,,,,,,,,,,,
206,(00:46:44),"One, two, three.",,,,,,,,,,,,,,,,,,,,,
207,(00:46:46),"Alright, uh, very large abrasion over the uh right flank.",,,,,,,,,,,,,,,,,,,,,
208,(00:46:58),There's no T or L spine ten uh step-offs.,,,,,,,,,,,,,,,,,,,,,
209,(00:47:11),"Okay, alright",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170432,,,,,,,,,,,,,,,,,,,,,,,
161,(00:09:43),"Alright, we're gonna roll you over to your right side, okay?",,,,,,,,,,,,,,,,,,,,,
162,(00:09:46),"I'm gonna, I'm gonna feel your back and you gotta tell me yes or no if it hurts, okay don't shake your head, just say yes or no.",,,,,,,,,,,,,,,,,,,,,
163,(00:09:53),"You got me, okay? You're gonna be fine, okay?",,,,,,,,,,,,,,,,,,,,,
166,(00:10:17),Do you hurt anywhere else?,,,,,,,,,,,,,,,,,,,,,
167,(00:10:21),"So we're gonna count to three, I'm going to roll you over to your right side, just let us do all the work for you, okay?",,,,,,,,,,,,,,,,,,,,,
168,(00:10:35),Are we ready to roll?,,,,,,,,,,,,,,,,,,,,,
169,(00:10:36),"Yeah, on your count.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
192,(00:12:12),"Now we're gonna roll over to your right side on the count of three, okay?",,,,,,,,,,,,,,,,,,,,,
193,(00:12:15),"Ready? 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
194,(00:12:23),"Alright, does it hurt right here?",,,,,,,,,,,,,,,,,,,,,
195,(00:12:24),No,,,,,,,,,,,,,,,,,,,,,
196,(00:12:25),How about right here?,,,,,,,,,,,,,,,,,,,,,
197,(00:12:25),No,,,,,,,,,,,,,,,,,,,,,
198,(00:12:26),Right here?,,,,,,,,,,,,,,,,,,,,,
199,(00:12:27),No,,,,,,,,,,,,,,,,,,,,,
200,(00:12:28),Right here?,,,,,,,,,,,,,,,,,,,,,
201,(00:12:28),No,,,,,,,,,,,,,,,,,,,,,
202,(00:12:29),Right here?,,,,,,,,,,,,,,,,,,,,,
203,(00:12:29),No,,,,,,,,,,,,,,,,,,,,,
204,(00:12:30),Right here?,,,,,,,,,,,,,,,,,,,,,
205,(00:12:30),No,,,,,,,,,,,,,,,,,,,,,
206,(00:12:31),Right here?,,,,,,,,,,,,,,,,,,,,,
207,(00:12:32),No,,,,,,,,,,,,,,,,,,,,,
208,(00:12:33),Right here?,,,,,,,,,,,,,,,,,,,,,
209,(00:12:33),No,,,,,,,,,,,,,,,,,,,,,
210,(00:12:34),How about right here?,,,,,,,,,,,,,,,,,,,,,
211,(00:12:35),No,,,,,,,,,,,,,,,,,,,,,
212,(00:12:35),Right here?,,,,,,,,,,,,,,,,,,,,,
213,(00:12:36),No,,,,,,,,,,,,,,,,,,,,,
214,(00:12:36),Down here?,,,,,,,,,,,,,,,,,,,,,
215,(00:12:37),No,,,,,,,,,,,,,,,,,,,,,
216,(00:12:37),Squeeze your buttcheeks together.,,,,,,,,,,,,,,,,,,,,,
217,(00:12:39),"Very good, okay we can roll back on the count of three.",,,,,,,,,,,,,,,,,,,,,
218,(00:12:43),"1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170431,,,,,,,,,,,,,,,,,,,,,,,
112,(00:18:16),"Alright, we're gonna have on your count we'll roll that way.",,,,,,,,,,,,,,,,,,,,,
116,(00:18:48),On your count.,,,,,,,,,,,,,,,,,,,,,
117,(00:18:51),"Alright, I'm just going to pull this uncomfortable board out.",,,,,,,,,,,,,,,,,,,,,
118,(00:18:54),"Say yes or no, okay?",,,,,,,,,,,,,,,,,,,,,
119,(00:18:59),Any pain here?,,,,,,,,,,,,,,,,,,,,,
120,(00:19:01),No,,,,,,,,,,,,,,,,,,,,,
121,(00:19:02),No stepoffs or abrasions.,,,,,,,,,,,,,,,,,,,,,
122,(00:19:05),"Alright, any pain back here?",,,,,,,,,,,,,,,,,,,,,
123,(00:19:08),"No? Okay, any pain along here?",,,,,,,,,,,,,,,,,,,,,
124,(00:19:11),"No c-spine tenderness, no parallel tenderness, no abrasions or contusions on the posterior scalp.",,,,,,,,,,,,,,,,,,,,,
125,(00:19:17),"There's an ecchymosis on the left, on the right posterior thigh.",,,,,,,,,,,,,,,,,,,,,
126,(00:19:23),"Okay, we can roll back over",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170410,,,,,,,,,,,,,,,,,,,,,,,
79,(00:15:33),Let's make sure we've get all of the tape off and then we can flip. You can hold c-spine.,,,,,,,,,,,,,,,,,,,,,
80,(00:15:36),"Okay, so do we want to put the new collar in place before we flip?",,,,,,,,,,,,,,,,,,,,,
81,(00:15:39),"No, just hold him and we'll roll him and then probably clear his c-spine.",,,,,,,,,,,,,,,,,,,,,
82,(00:15:42),Alright.,,,,,,,,,,,,,,,,,,,,,
83,(00:15:44),Alright. So let's roll this way so he's not rolling on what hurts. ,,,,,,,,,,,,,,,,,,,,,
84,(00:15:55),"Okay, we're gonna tip you, okay?",,,,,,,,,,,,,,,,,,,,,
85,(00:15:59),"Okay, on your count. ",,,,,,,,,,,,,,,,,,,,,
86,(00:16:03),We're rolling towards us?,,,,,,,,,,,,,,,,,,,,,
87,(00:16:04),Yup.,,,,,,,,,,,,,,,,,,,,,
88,(00:16:04),"Okay, 1, 2, 3. Roll.",,,,,,,,,,,,,,,,,,,,,
89,(00:16:30),"Alright, any tenderness here? Any tenderness here? Any tenderness here?",,,,,,,,,,,,,,,,,,,,,
90,(00:16:35),"Rectal deferred, normal cranium, no blood, no abrasions, no lacerations. ",,,,,,,,,,,,,,,,,,,,,
91,(00:16:40),Any tenderness back here?,,,,,,,,,,,,,,,,,,,,,
92,(00:16:42),"Alright, no c-spine tenderness, no abrasions, lacerations. Alright, go ahead.",,,,,,,,,,,,,,,,,,,,,
93,(00:16:45),Ready to go back?,,,,,,,,,,,,,,,,,,,,,
94,(00:16:45),Yup.,,,,,,,,,,,,,,,,,,,,,
95,(00:16:46),On his count.,,,,,,,,,,,,,,,,,,,,,
96,(00:16:47),"Okay, 1,2,3, Roll back. ",,,,,,,,,,,,,,,,,,,,,
97,(00:16:48),"Alright, let me get the other side real quick.",,,,,,,,,,,,,,,,,,,,,
98,(00:16:50),You don't have to roll him back,,,,,,,,,,,,,,,,,,,,,
99,(00:16:51),Okay.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170427,,,,,,,,,,,,,,,,,,,,,,,
68,(00:11:27),Are you ready to turn her?,,,,,,,,,,,,,,,,,,,,,
70,(00:11:33),"Did you have a seatbelt on? You did? Alright. So we're gonna turn you and we're gonna be very careful okay? And I'm gonna ask you again, alright, sweetheart, I'm gonna ask you again if you're tender. I want you to say yes or no. Okay?",,,,,,,,,,,,,,,,,,,,,
71,(00:11:51),Okay.,,,,,,,,,,,,,,,,,,,,,
72,(00:11:51),Alrighty. You're doing great.,,,,,,,,,,,,,,,,,,,,,
73,(00:11:56),I'm just gonna hold your neck sweetie. Okay?,,,,,,,,,,,,,,,,,,,,,
74,(00:12:00),"We need to keep your neck really still until we make sure it's ok, alright? We're gonna turn you on your side so we can see your back.",,,,,,,,,,,,,,,,,,,,,
75,(00:12:14),Pull her towards you first.,,,,,,,,,,,,,,,,,,,,,
76,(00:12:15),"Oh, okay, first.",,,,,,,,,,,,,,,,,,,,,
77,(00:12:23),"Okay ready? 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
78,(00:12:27),"We got you, we got you",,,,,,,,,,,,,,,,,,,,,
79,(00:12:59),"Okay, alright. Does this hurt?",,,,,,,,,,,,,,,,,,,,,
80,(00:13:01),No,,,,,,,,,,,,,,,,,,,,,
81,(00:13:02),What about this?,,,,,,,,,,,,,,,,,,,,,
82,(00:13:03),No,,,,,,,,,,,,,,,,,,,,,
83,(00:13:04),Does this hurt?,,,,,,,,,,,,,,,,,,,,,
84,(00:13:05),Kind of,,,,,,,,,,,,,,,,,,,,,
85,(00:13:06),Is it yes or no,,,,,,,,,,,,,,,,,,,,,
86,(00:13:07),Yes,,,,,,,,,,,,,,,,,,,,,
87,(00:13:08),"Alright we have c-spine tenderness, no step-offs. Does this hurt?",,,,,,,,,,,,,,,,,,,,,
88,(00:13:13),No,,,,,,,,,,,,,,,,,,,,,
89,(00:13:14),What about here?,,,,,,,,,,,,,,,,,,,,,
90,(00:13:15),No,,,,,,,,,,,,,,,,,,,,,
91,(00:13:16),What about here?,,,,,,,,,,,,,,,,,,,,,
92,(00:13:17),Yes,,,,,,,,,,,,,,,,,,,,,
93,(00:13:18),Okay. What about here?,,,,,,,,,,,,,,,,,,,,,
94,(00:13:20),No,,,,,,,,,,,,,,,,,,,,,
95,(00:13:21),Here?,,,,,,,,,,,,,,,,,,,,,
96,(00:13:22),Does this hurt?,,,,,,,,,,,,,,,,,,,,,
97,(00:13:23),Yes,,,,,,,,,,,,,,,,,,,,,
98,(00:13:23),Okay. Does this hurt?,,,,,,,,,,,,,,,,,,,,,
99,(00:13:25),Yes,,,,,,,,,,,,,,,,,,,,,
100,(00:13:25),"Okay we have t-spine tenderness. Can we, does it hurt?",,,,,,,,,,,,,,,,,,,,,
101,(00:13:30),No,,,,,,,,,,,,,,,,,,,,,
102,(00:13:30),Does this hurt?,,,,,,,,,,,,,,,,,,,,,
103,(00:13:31),Yes,,,,,,,,,,,,,,,,,,,,,
104,(00:13:32),"Okay. L-spine tenderness so, okay, I'm just gonna look here quick, okay, no blood, okay, no other injury or deformity. She has a small a very small abrasion over the right posterior um um the infrascapular area on the right.",,,,,,,,,,,,,,,,,,,,,
105,(00:14:22),What's hurting the worst on you right now?,,,,,,,,,,,,,,,,,,,,,
106,(00:14:24),Um my stomach,,,,,,,,,,,,,,,,,,,,,
107,(00:14:28),Does it hurt over here?,,,,,,,,,,,,,,,,,,,,,
108,(00:14:30),Yes,,,,,,,,,,,,,,,,,,,,,
109,(00:14:31),Yeah?,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170420,,,,,,,,,,,,,,,,,,,,,,,
89,(00:39:07),"Alright, we're gonna have to roll him so I can take a look at that side.",,,,,,,,,,,,,,,,,,,,,
90,(00:39:15),I think it's gonna be easier for him to roll this way cause he's gonna fall off the bed if he rolls that way. So you guys should roll.,,,,,,,,,,,,,,,,,,,,,
94,(00:39:46),"So we're gonna roll him and look at the back, and then we'll look at the back of the head and the left side a little more.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
116,(00:41:05),Okay. Call it back. Alright and then let's roll him.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170113,,,,,,,,,,,,,,,,,,,,,,,
101,(00:16:51),"So as soon as we're ready, we're gonna get you off the board in just a second okay?",,,,,,,,,,,,,,,,,,,,,
102,(00:16:58),"Okay. Can you give me a good squeeze, put both hands in, give yourself a big hug. We're gonna turn you that way. Okay and the bed we have is a little bit warmer.",,,,,,,,,,,,,,,,,,,,,
103,(00:17:07),I'm going to remove the board.,,,,,,,,,,,,,,,,,,,,,
104,(00:17:14),"Now when we turn you, I'm going to push on your back and you're gonna tell me if anything hurts there also, okay?",,,,,,,,,,,,,,,,,,,,,
105,(00:17:19),"So on your call, or your count we'll go to the left.",,,,,,,,,,,,,,,,,,,,,
106,(00:17:21),Do we want --? You guys have room.,,,,,,,,,,,,,,,,,,,,,
107,(00:17:23),Should we slide a little bit towards us?,,,,,,,,,,,,,,,,,,,,,
108,(00:17:25),Towards us?,,,,,,,,,,,,,,,,,,,,,
109,(00:17:25),Yup,,,,,,,,,,,,,,,,,,,,,
110,(00:17:28),"On 3. 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
111,(00:17:30),Good job bud,,,,,,,,,,,,,,,,,,,,,
112,(00:17:47),"--, I'm going to touch your back. Does it hurt here, yes or no? Here, yes or no?",,,,,,,,,,,,,,,,,,,,,
113,(00:17:51),Here? Little louder so I can hear ya.,,,,,,,,,,,,,,,,,,,,,
114,(00:17:54),"No? Good, how about here?",,,,,,,,,,,,,,,,,,,,,
115,(00:17:55),No,,,,,,,,,,,,,,,,,,,,,
116,(00:17:56),Okay.,,,,,,,,,,,,,,,,,,,,,
117,(00:18:14),"Alright, just taking a quick look at your bottom. Okay, we can roll you back.",,,,,,,,,,,,,,,,,,,,,
119,(00:18:24),"So spine nontender, no step offs, no deformities. He has an abrasion on the right lower back and a little smaller down his bottom.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170221,,,,,,,,,,,,,,,,,,,,,,,
92,(00:36:16),We can roll whenever we're… ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170305,,,,,,,,,,,,,,,,,,,,,,,
168,(00:12:20),"Okay, so what we're gonna have to do next is we're gonna, we're gonna roll you to your side…",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
189,(00:13:45),"You're not sure, okay. She's wrapping up your arm, and then we're gonna turn you onto your left side so we can check your back, okay?",,,,,,,,,,,,,,,,,,,,,
190,(00:13:56),Sorry buddy.,,,,,,,,,,,,,,,,,,,,,
191,(00:13:57),"You're doing a really good job, okay?",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
211,(00:18:14),So where are we right now?,,,,,,,,,,,,,,,,,,,,,
212,(00:18:16),"Okay, we're about to roll him. ",,,,,,,,,,,,,,,,,,,,,
213,(00:18:17),Okay.,,,,,,,,,,,,,,,,,,,,,
214,(00:18:26),"Hey --, we're gonna just check your back.",,,,,,,,,,,,,,,,,,,,,
215,(00:18:29),"So we're gonna turn you on your side, so you just lie still, we're gonna move you.",,,,,,,,,,,,,,,,,,,,,
216,(00:18:43),"One, two, three, roll to nurse left. ",,,,,,,,,,,,,,,,,,,,,
217,(00:18:46),Sorry buddy.,,,,,,,,,,,,,,,,,,,,,
218,(00:18:50),"I'm going to feel your back, okay, all you need to do is say yes or no if it hurts. ",,,,,,,,,,,,,,,,,,,,,
219,(00:18:55),Does it hurt right here? How about right here? How about right here? Right here? Right here? Right here? Right here? How about here? Here? Here?,,,,,,,,,,,,,,,,,,,,,
220,(00:19:07),He's saying no. ,,,,,,,,,,,,,,,,,,,,,
221,(00:19:09),"Okay good, no step offs, no pain on palpation. ",,,,,,,,,,,,,,,,,,,,,
222,(00:19:13),"We're gonna look at your bum, buddy.",,,,,,,,,,,,,,,,,,,,,
223,(00:19:15),"Hey, can you squeeze your butt?",,,,,,,,,,,,,,,,,,,,,
224,(00:19:17),Can you.. Does that hurt? Right here? That hurts right there?,,,,,,,,,,,,,,,,,,,,,
225,(00:19:23),Got some -- tenderness,,,,,,,,,,,,,,,,,,,,,
226,(00:19:25),Does that hurt right there?,,,,,,,,,,,,,,,,,,,,,
227,(00:19:28),Can you squeeze your buttcheeks together?,,,,,,,,,,,,,,,,,,,,,
228,(00:19:30),Good.,,,,,,,,,,,,,,,,,,,,,
229,(00:19:39),"We can roll him back on the count of three, on your count. ",,,,,,,,,,,,,,,,,,,,,
230,(00:19:41),"Okay, one, two, three, roll…",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170118,,,,,,,,,,,,,,,,,,,,,,,
63,(00:15:32),Can we just roll him towards you?,,,,,,,,,,,,,,,,,,,,,
64,(00:15:49),No step-offs or anything?,,,,,,,,,,,,,,,,,,,,,
65,(00:15:51),Nope,,,,,,,,,,,,,,,,,,,,,
66,(00:15:53),"Posterior head is clear, no blood in the rectum, back of the head -- ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170116,,,,,,,,,,,,,,,,,,,,,,,
214,(00:12:38),"Can you hold your left arm up here? Just like you did before, up tall ",,,,,,,,,,,,,,,,,,,,,
215,(00:12:45),"All the way up, like you're reaching behind your head.  ",,,,,,,,,,,,,,,,,,,,,
216,(00:13:05),"We're gonna roll you towards me, okay? Alright?",,,,,,,,,,,,,,,,,,,,,
217,(00:13:09),"And move this board out, fair enough?",,,,,,,,,,,,,,,,,,,,,
218,(00:13:13),"Can you put your arms across your chest, --?",,,,,,,,,,,,,,,,,,,,,
221,(00:13:17),On my count please.,,,,,,,,,,,,,,,,,,,,,
222,(00:13:19),This one too. ,,,,,,,,,,,,,,,,,,,,,
223,(00:13:20),"Yup, there you go buddy. ",,,,,,,,,,,,,,,,,,,,,
224,(00:13:21),Just cross them across. There you go. ,,,,,,,,,,,,,,,,,,,,,
225,(00:13:23),Give yourself a nice big hug. ,,,,,,,,,,,,,,,,,,,,,
226,(00:13:28),Are we ready?,,,,,,,,,,,,,,,,,,,,,
227,(00:13:30),Check his tone..,,,,,,,,,,,,,,,,,,,,,
228,(00:13:32),Check his what?,,,,,,,,,,,,,,,,,,,,,
229,(00:13:33),Check his tone..,,,,,,,,,,,,,,,,,,,,,
230,(00:13:35),So you're gonna roll right towards me.,,,,,,,,,,,,,,,,,,,,,
231,(00:13:37),"You can just, you can just look.. You can just look.",,,,,,,,,,,,,,,,,,,,,
232,(00:13:40),Guys we're gonna put the bed down just a little bit,,,,,,,,,,,,,,,,,,,,,
233,(00:13:45),"You can just look, you can just pry his buttcheeks open and make sure his anus is closed. ",,,,,,,,,,,,,,,,,,,,,
234,(00:13:55),"Alright, he's in place, ready?",,,,,,,,,,,,,,,,,,,,,
235,(00:14:00),I'm slowly moving the board. ,,,,,,,,,,,,,,,,,,,,,
236,(00:14:05),"Any pain when I'm pressing here? Yes or no? Yes, here?",,,,,,,,,,,,,,,,,,,,,
237,(00:14:13),What is that? ,,,,,,,,,,,,,,,,,,,,,
238,(00:14:14),No,,,,,,,,,,,,,,,,,,,,,
239,(00:14:14),No? How about here?,,,,,,,,,,,,,,,,,,,,,
240,(00:14:16),No,,,,,,,,,,,,,,,,,,,,,
241,(00:14:17),Here?,,,,,,,,,,,,,,,,,,,,,
